caption,Paradigm,Designed by,Developer,First appeared,Stable release,Preview release,Typing discipline,OS,License,Filename extensions,Website,Major implementations,Dialects,Influenced by,Influenced,short desc
Python,"Multi-paradigm: object-oriented, procedural (imperative), functional, structured, reflective",Guido van Rossum,Python Software Foundation,,3.10.4 / 24 March 2022; 26 days ago (24 March 2022),3.11.0a4 / 14 January 2022; 3 months ago (14 January 2022),"Duck, dynamic, strong typing; gradual (since 3.5, but ignored in CPython)","Windows, Linux/UNIX, macOS and more",Python Software Foundation License,".py, .pyi, .pyc, .pyd, .pyo (prior to 3.5), .pyw, .pyz (since 3.5)",www.python.org,"CPython, PyPy, Stackless Python, MicroPython, CircuitPython, IronPython, Jython","Cython, RPython, Starlark10","ABC,11 Ada,12 ALGOL 68,13 APL,14 C,15 C++,16 CLU,17 Dylan,18 Haskell,19 Icon,20 Lisp,21 Modula-3,16 Perl, Standard ML14","Apache Groovy, Boo, Cobra, CoffeeScript,22 D, F#, Genie,23 Go, JavaScript,2425 Julia,26 Nim, Ring,27 Ruby,28 Swift29"," Python is dynamically-typed and garbage-collected. It supports multiple programming paradigms, including structured (particularly procedural), object-oriented and functional programming. It is often described as a ""batteries included"" language due to its comprehensive standard library.[3[3 Python is dynamically-typed and garbage-collected. It supports multiple programming paradigms, including structured (particularly procedural), object-oriented and functional programming. It is often described as a ""batteries included"" language due to its comprehensive standard library.[3[3 Python is dynamically-typed and garbage-collected. It supports multiple programming paradigms, including structured (particularly procedural), object-oriented and functional programming. It is often described as a ""batteries included"" language due to its comprehensive standard library.[3[3"
